PRIMARY_SAMPLE_UNIT,YEAR,latitude,longitude,REGION,total_cover,annual_dhw,distance_to_thermal_km
1093.0,2016,18.319596,-65.240363,PRICO,29.0,1.4814279,1.729004332727103
1093.0,2016,25.45783,-80.11259,FLK,88.0,0.31857166,2.2807359302548584
1096.0,2016,18.1633,-65.50648,PRICO,88.0,1.3371438,2.350010985568874
1097.0,2016,18.18834,-65.65147,PRICO,81.0,1.1599998,2.8948258438792513
1099.0,2016,18.27109,-65.47798,PRICO,99.0,1.0614282,0.5364464030191476
1101.0,2016,25.37697,-80.13488,FLK,89.0,0.14857154,1.0157420991144441
1102.0,2016,18.341658,-65.267193,PRICO,100.0,1.7842848,2.0269129459091473
1105.0,2016,18.11506,-65.33433,PRICO,100.0,0.9942863,1.4808368833044254
1106.0,2016,18.11886,-65.31816,PRICO,100.0,0.9942863,0.994653766197801
1107.0,2016,18.15031,-65.48879,PRICO,90.0,1.1785707,3.1080550300700835
1109.0,2016,18.280533,-65.280868,PRICO,37.0,1.4814279,0.8729163873549078
1111.0,2016,18.08595,-65.56237,PRICO,95.0,1.1271434,1.80690634496952
1121.0,2016,25.62117,-80.09379,FLK,0.0,0.0,1.9309723910296928
1122.0,2016,18.310416,-65.326264,PRICO,80.0,1.8014274,1.627614460423323
1123.0,2016,25.37554,-80.13761,FLK,93.0,0.14857154,1.2675438479117056
1140.0,2016,25.65975,-80.0879,FLK,78.0,0.0,2.132359734464812
1143.0,2016,25.01801,-80.43991,FLK,0.0,1.9914275,1.6912791220334886
1144.0,2016,25.03715,-80.41562,FLK,0.0,1.9914275,1.648783812498736
1155.0,2016,25.02909,-80.36475,FLK,0.0,0.48714268,1.1290735296679104
1158.0,2016,25.17635,-80.25546,FLK,0.0,0.61571443,1.9722033721244914
1164.0,2016,18.34315,-65.53499,PRICO,15.0,1.0385709,2.2765220244158053
1164.0,2016,25.21282,-80.21911,FLK,99.0,0.31428587,1.4791600708261183
1171.0,2016,25.16055,-80.28582,FLK,84.0,0.61571443,1.9411810958719775
1184.0,2016,25.22417,-80.20896,FLK,99.0,0.31428587,1.6167825235657274
1188.0,2016,25.06129,-80.33468,FLK,0.0,0.31571424,1.809774047990345
1193.0,2016,24.98509,-80.41591,FLK,0.0,0.80714244,1.4481951722588606
1195.0,2016,25.03779,-80.3419,FLK,0.0,0.29857138,2.2180430905140613
1201.0,2016,25.20969,-80.21816,FLK,87.0,0.31428587,1.8370546474984175
1207.0,2016,25.01067,-80.37293,FLK,0.0,0.48714268,1.6072848240643276
1213.0,2016,25.24075,-80.20821,FLK,88.0,0.31428587,2.4328870092119277
1220.0,2016,24.68522,-80.96462,FLK,0.0,3.6271455,1.5465687639721686
1229.0,2016,25.24529,-80.19686,FLK,90.0,0.14714296,3.149645488183942
1232.0,2016,25.2083,-80.21316,FLK,0.0,0.31428587,2.207023086145536
1240.0,2016,25.0315,-80.3483,FLK,0.0,0.29857138,2.455813362987988
1242.0,2016,25.04581,-80.33486,FLK,0.0,0.29857138,2.5178421874280748
1243.0,2016,25.12653,-80.26644,FLK,95.0,0.30857152,0.8785480250219677
1247.0,2016,24.94656,-80.55196,FLK,76.0,3.8000019,3.338368789407496
1249.0,2016,24.60199,-81.31675,FLK,0.0,5.4028606,2.6912351155425998
1250.0,2016,24.65144,-81.1423,FLK,57.0,4.8871427,3.1493405461350648
1256.0,2016,24.93758,-80.54753,FLK,95.0,2.3800018,2.667587263248408
1257.0,2016,24.90062,-80.6171,FLK,98.0,5.0557156,2.826119765859059
1259.0,2016,24.65291,-81.02397,FLK,96.0,3.994288,2.4588456802374625
1260.0,2016,24.6979,-80.96986,FLK,0.0,3.6271455,2.5985690721796906
1265.0,2016,24.9466,-80.47281,FLK,25.0,1.2628565,2.411658223345678
1268.0,2016,24.8511,-80.61813,FLK,0.0,3.8000011,2.7466493559395775
1278.0,2016,24.73746,-80.80359,FLK,0.0,3.8428555,2.5681432411692238
1279.0,2016,24.80916,-80.68035,FLK,0.0,3.37,1.8426307945073086
1282.0,2016,24.92227,-80.50582,FLK,97.0,2.3800018,1.9579812937409438
1284.0,2016,24.84862,-80.61772,FLK,100.0,1.8728577,2.7269467459702033
1285.0,2016,24.62667,-81.10922,FLK,80.0,3.7471457,1.606605874795398
1287.0,2016,24.59549,-81.22589,FLK,0.0,3.347142,2.279627712484586
1290.0,2016,24.65863,-81.01484,FLK,0.0,3.994288,2.090195132379873
1292.0,2016,24.70824,-80.88575,FLK,0.0,4.21714,2.1570820005326308
1294.0,2016,24.86167,-80.60107,FLK,100.0,3.8000011,2.8335351734624203
1295.0,2016,24.89379,-80.55383,FLK,80.0,2.0700011,2.9878933412343254
1296.0,2016,24.89871,-80.56672,FLK,73.0,2.0700011,2.7657007864028498
1297.0,2016,24.9363,-80.48547,FLK,63.0,1.2628565,1.640490506426881
1298.0,2016,24.93924,-80.48933,FLK,80.0,1.2628565,2.1429353215461333
1299.0,2016,24.95293,-80.45909,FLK,76.0,2.2128556,2.9325830020098222
1303.0,2016,24.76335,-80.7553,FLK,92.0,4.241427,2.3738905222010076
1304.0,2016,24.68205,-80.9698,FLK,0.0,3.6271455,0.9437697191349602
1307.0,2016,24.67653,-80.94257,FLK,0.0,2.9799986,1.7830867558493064
1310.0,2016,24.76754,-80.75204,FLK,74.0,4.241427,2.4622737728597484
1312.0,2016,24.908,-80.53004,FLK,1.0,2.3800018,1.9577386894424231
1313.0,2016,24.57428,-81.30052,FLK,0.0,3.732857,2.477262495742161
1314.0,2016,24.6077,-81.23326,FLK,0.0,5.0228596,2.096832107460757
1315.0,2016,24.61098,-81.17351,FLK,89.0,4.0328593,1.5662419229273168
1317.0,2016,24.63832,-81.06395,FLK,78.0,3.0228553,1.8553176055663634
1318.0,2016,24.64429,-81.04743,FLK,0.0,2.079999,3.1208736266808796
1321.0,2016,24.67011,-80.9735,FLK,0.0,3.6271455,0.5649648351197333
1326.0,2016,24.95487,-80.45799,FLK,84.0,2.2128556,2.8205641971563935
1328.0,2016,24.95182,-80.45016,FLK,88.0,2.2128556,3.5944820798617916
1329.0,2016,24.9204,-80.50447,FLK,94.0,2.3800018,2.1327306134239503
1330.0,2016,24.92346,-80.50191,FLK,90.0,2.3800018,2.334836635172838
1334.0,2016,24.76773,-80.75027,FLK,100.0,4.241427,2.62463064348592
1335.0,2016,24.62336,-81.10911,FLK,90.0,3.7471457,1.6172924386634677
1340.0,2016,24.64668,-81.0322,FLK,88.0,2.079999,2.5181081119768676
1341.0,2016,24.66727,-80.96333,FLK,0.0,3.6271455,1.45991099314378
1343.0,2016,24.8357,-80.63258,FLK,83.0,1.8728577,1.4136246066189886
1345.0,2016,24.9096,-80.52177,FLK,96.0,2.3800018,1.7434682056337423
1346.0,2016,24.91022,-80.50652,FLK,83.0,2.3800018,2.4850890983507443
1348.0,2016,24.9471,-80.45482,FLK,73.0,1.2628565,3.19058475998129
1349.0,2016,24.51437,-81.92271,FLK,35.0,0.9814285,1.2047180281072525
1350.0,2016,24.57682,-81.61338,FLK,100.0,4.7928543,1.1930104800310124
1354.0,2016,24.6165849,-81.3907287,FLK,100.0,4.8500023,3.5887780806509153
1363.0,2016,24.50924,-81.73464,FLK,47.0,3.692857,2.0053837917394097
1367.0,2016,24.54492,-81.57647,FLK,100.0,3.9000006,2.2197882623396534
1368.0,2016,24.54466,-81.56509,FLK,93.0,3.9000006,2.4050124176117014
1371.0,2016,24.5703358,-81.4577393,FLK,96.0,4.2985697,1.8216382166582188
1373.0,2016,24.5848302,-81.4429769,FLK,78.0,4.1171417,2.1206039571812134
1376.0,2016,24.5975904,-81.4015353,FLK,57.0,4.1171417,3.4551354820129596
1377.0,2016,24.50635,-81.70926,FLK,75.0,3.692857,2.615161088907992
1379.0,2016,24.51451,-81.69662,FLK,66.0,3.8614283,2.4786304841358313
1384.0,2016,24.50152,-81.67913,FLK,100.0,3.8614283,2.6442000030665125
1385.0,2016,24.50928,-81.6657,FLK,80.0,3.8614283,1.9854137076671825
1391.0,2016,24.45114,-81.94607,FLK,98.0,1.6842866,3.4042715776020365
1395.0,2016,24.52624,-81.52184,FLK,0.0,3.6657155,0.34821596694211243
1398.0,2016,24.54996,-81.40128,FLK,18.0,2.694287,3.668840332466219
1401.0,2016,24.46411,-81.83917,FLK,39.0,2.297144,1.8770455471929457
1404.0,2016,24.50233,-81.61335,FLK,84.0,4.0000005,2.7832138864195315
1405.0,2016,24.50298,-81.6223,FLK,90.0,4.0000005,2.4639570052877695
1409.0,2016,24.52311,-81.51885,FLK,100.0,3.6657155,0.6568935141939907
1410.0,2016,24.52326,-81.51573,FLK,92.0,3.6657155,0.9577232870495311
1412.0,2016,24.545,-81.40713,FLK,97.0,2.694287,2.8659450094371874
1415.0,2016,24.49362,-81.65982,FLK,56.0,2.5185728,2.577723647764504
1416.0,2016,24.48055,-81.71198,FLK,85.0,2.5885727,1.4552691704039291
1422.0,2016,24.45189,-81.88001,FLK,96.0,1.7942866,2.6197832780263783
1424.0,2016,24.44695,-81.97202,FLK,93.0,1.2757136,2.459041133777729
1427.0,2016,24.47273,-81.82445,FLK,50.0,2.297144,0.2592396806741398
1431.0,2016,24.5404929,-81.4704662,FLK,85.0,3.0485723,1.7827292233900394
1434.0,2016,24.48653,-81.70823,FLK,0.0,2.5885727,2.1270230538287005
1438.0,2016,24.44701,-81.95048,FLK,74.0,1.2757136,3.4860925479653773
1446.0,2016,24.52773,-81.52417,FLK,0.0,3.6657155,0.31483797638781374
1448.0,2016,24.48547,-81.70724,FLK,0.0,2.5885727,2.141563171463004
1451.0,2016,24.44588,-81.9179,FLK,94.0,1.4757135,2.4302304044345404
1453.0,2016,24.51864,-81.53465,FLK,98.0,3.6657155,1.2054578375262874
1456.0,2016,24.55071,-81.37587,FLK,92.0,4.102857,2.70284122277303
1459.0,2016,24.47505,-81.72699,FLK,71.0,2.5885727,0.20083592540622314
1466.0,2016,24.43734,-81.92087,FLK,97.0,1.4757135,1.4342001622903668
1467.0,2016,24.43726,-81.9068,FLK,90.0,1.4757135,2.2920765691164626
1470.0,2016,24.46136,-81.7559,FLK,74.0,2.4728584,2.4576108739422278
1472.0,2016,24.46492,-81.82812,FLK,71.0,2.297144,1.1650026675035063
1477.0,2016,24.48205,-81.66455,FLK,78.0,2.5185728,1.3162543466075483
1479.0,2016,24.53336,-81.45731,FLK,85.0,3.0485723,2.0170245770188764
1658.0,2016,24.73438,-80.80957,FLK,0.0,3.8428555,1.8752257986547356
1702.0,2016,24.46499,-81.9823,FLK,81.0,1.4285725,1.3361692508673397
1741.0,2016,24.46302,-81.7548,FLK,69.0,2.4728584,2.440604216851581
2000.0,2016,18.38606,-65.63689,PRICO,95.0,0.8071434,1.7563013079545968
2003.0,2016,18.38508,-65.64596,PRICO,99.0,0.8071434,2.4788243685692137
2003.0,2016,24.47591,-82.12249,Tortugas,73.0,0.0,0.2738987966128783
2004.0,2016,18.39865,-65.64596,PRICO,62.0,0.8071434,3.43562657555721
2006.0,2016,18.40341,-65.64742,PRICO,61.0,0.79999936,3.3698701768169435
2006.0,2016,24.47341,-82.02497,Tortugas,39.0,0.76285774,0.17750728924274037
2008.0,2016,18.41384,-65.61424,PRICO,98.0,0.79999936,1.6826119326019584
2013.0,2016,24.45707,-82.19911,Tortugas,99.0,0.0,3.151290152244809
2020.0,2016,24.45593,-82.18141,Tortugas,89.0,0.0,2.2180702815670346
2021.0,2016,18.37714,-65.65349,PRICO,94.0,0.77857196,2.282598728258536
2033.0,2016,24.44802,-82.1183,Tortugas,76.0,0.30999988,2.647916242391071
2044.0,2016,24.44394,-82.04496,Tortugas,77.0,0.6485711,2.918288208727502
2048.0,2016,24.42076,-82.54673,Tortugas,78.0,0.0,2.2499250506316004
2050.0,2016,24.43465,-82.55201,Tortugas,99.0,0.0,2.563212942118692
2051.0,2016,24.43447,-82.5671,Tortugas,93.0,0.0,1.322322773726199
2053.0,2016,24.44672,-82.60763,Tortugas,100.0,0.0,2.987670753804967
2055.0,2016,24.45748,-82.58721,Tortugas,99.0,0.0,2.3073523341871742
2056.0,2016,24.42387,-82.48625,Tortugas,82.0,0.0,1.1453255621366805
2057.0,2016,24.43146,-82.53184,Tortugas,96.0,0.0,0.9974061977737598
2069.0,2016,24.7025184,-82.77184887,Tortugas,99.0,0.0,2.520714960666185
2072.0,2016,24.72435,-82.8107,Tortugas,75.0,0.0,1.4466242749047067
2073.0,2016,24.60679,-82.8719,Tortugas,85.0,0.0,2.0490841984893806
2078.0,2016,24.65183,-82.95745,Tortugas,82.0,0.0,3.128389399081102
2081.0,2016,24.69691,-82.85974,Tortugas,87.0,0.0,2.883265155241192
2088.0,2016,24.58912,-82.94318,Tortugas,97.0,0.0,2.4169738820759314
2091.0,2016,24.63534,-82.84103,Tortugas,45.0,0.0,1.986391154044114
2093.0,2016,24.65625339,-82.78432198,Tortugas,82.0,0.0,2.2877297694614165
2097.0,2016,24.72367,-82.78785,Tortugas,60.0,0.0,1.306195056934267
2098.0,2016,24.72343,-82.83911,Tortugas,84.0,0.0,1.4354126815530648
2099.0,2016,24.72701,-82.81797,Tortugas,88.0,0.0,0.7446163383428572
2101.0,2016,24.72773502,-82.77866436,Tortugas,91.0,0.0,0.4784739833905457
2103.0,2016,24.63315,-82.96631,Tortugas,67.0,0.0,1.2624963598779513
2106.0,2016,24.66313,-82.85821,Tortugas,20.0,0.0,2.1503399350229264
2112.0,2016,24.72623,-82.80449,Tortugas,0.0,0.0,2.076451521835407
2114.0,2016,24.56779,-82.94888,Tortugas,97.0,0.0,2.5443483552814143
2116.0,2016,24.58163,-82.92727,Tortugas,41.0,0.0,0.771553403044571
2126.0,2016,24.61373,-82.92942,Tortugas,70.0,0.0,1.330332659710835
2134.0,2016,24.62085,-82.86258,Tortugas,87.0,0.0,1.3383074207786907
2138.0,2016,24.63125,-82.85759,Tortugas,84.0,0.0,1.892771454364795
2141.0,2016,24.60046,-82.87341,Tortugas,100.0,0.0,2.733498986147646
2147.0,2016,24.59145,-82.87435,Tortugas,94.0,0.0,1.8298561778591547
2149.0,2016,24.63844,-82.79448,Tortugas,94.0,0.0,2.4717745809899117
2150.0,2016,24.68187042,-82.77555275,Tortugas,100.0,0.0,0.7656449032671317
2156.0,2016,24.71759,-82.80542,Tortugas,51.0,0.0,2.1431281526798025
2157.0,2016,24.71971,-82.81462,Tortugas,73.0,0.0,1.202890890027867
2160.0,2016,24.72118,-82.80761,Tortugas,96.0,0.0,1.8076783737889075
2161.0,2016,24.62953,-82.94263,Tortugas,40.0,0.0,1.8515725321426864
2164.0,2016,24.64292,-82.93114,Tortugas,100.0,0.0,2.0869281344956776
2166.0,2016,24.58933,-82.8846,Tortugas,86.0,0.0,1.864987775033228
2178.0,2016,24.62725,-82.82698,Tortugas,64.0,0.0,0.32010272766265835
2193.0,2016,24.64112,-82.81892,Tortugas,68.0,0.0,1.8950328612373775
2205.0,2016,24.62035,-82.92306,Tortugas,67.0,0.0,0.5531047582541617
2206.0,2016,24.62184,-82.90118,Tortugas,77.0,0.0,2.433617934836604
2207.0,2016,24.63338,-82.93345,Tortugas,43.0,0.0,1.2638291469097227
2209.0,2016,24.6875,-82.88503,Tortugas,89.0,0.0,1.7194168846777542
2210.0,2016,24.55088,-82.9284,Tortugas,94.0,0.0,2.7044391881934513
2211.0,2016,24.56519,-82.94097,Tortugas,85.0,0.0,1.948898398854321
2212.0,2016,24.57709,-82.90421,Tortugas,75.0,0.0,2.1153787461323716
2220.0,2016,24.64482,-82.94013,Tortugas,77.0,0.0,2.682307494092914
2222.0,2016,24.69668786,-82.92490502,Tortugas,80.0,0.0,2.4112610035028186
2226.0,2016,24.71857,-82.85067,Tortugas,81.0,0.0,2.560251561044272
2229.0,2016,24.57847,-82.97454,Tortugas,90.0,0.0,0.38820924324105893
2236.0,2016,24.65709,-82.86862,Tortugas,79.0,0.0,2.093812749781975
2237.0,2016,24.546,-82.95488,Tortugas,82.0,0.0,3.0978277189633094
2238.0,2016,24.54199,-82.94307,Tortugas,100.0,0.0,2.6284022791344666
2249.0,2016,24.68833,-82.84195,Tortugas,24.0,0.0,2.2643530288697606
2250.0,2016,24.60877,-82.93293,Tortugas,88.0,0.0,1.9745992030384398
2253.0,2016,24.63216,-82.94773,Tortugas,69.0,0.0,2.4312766741427025
2254.0,2016,24.64221,-82.85604,Tortugas,88.0,0.0,2.7088020847847663
2255.0,2016,24.66092882,-82.93717822,Tortugas,100.0,0.0,1.9906622591672203
2257.0,2016,24.66716,-82.87287,Tortugas,91.0,0.0,0.8984576504223886
2260.0,2016,24.61995,-82.96973,Tortugas,81.0,0.0,0.774443628640066
2261.0,2016,24.62957,-82.96538,Tortugas,83.0,0.0,1.0977141758943079
2262.0,2016,24.64763,-82.95693,Tortugas,22.0,0.0,3.109651011009966
2266.0,2016,24.61279205,-83.03517767,Tortugas,69.0,0.0,1.7031972903710169
2268.0,2016,24.62397795,-83.09949344,Tortugas,75.0,0.0,2.4780064908695083
2270.0,2016,24.64895711,-83.102595,Tortugas,94.0,0.0,3.49685609685786
2278.0,2016,24.68256,-83.01213,Tortugas,82.0,0.0,1.5483709620811408
2288.0,2016,24.65600688,-83.08527463,Tortugas,96.0,0.0,2.353446833029686
2295.0,2016,24.67969,-83.02558,Tortugas,100.0,0.0,0.5244321660927191
2305.0,2016,24.70013,-83.00943,Tortugas,17.0,0.0,3.1820283969223677
2309.0,2016,24.6767857,-83.08162767,Tortugas,88.0,0.0,0.6979440668911042
2311.0,2016,24.70403,-83.04774,Tortugas,99.0,0.0,3.273466243740712
2325.0,2016,24.66665014,-83.06764757,Tortugas,70.0,0.0,1.189664075560491
2328.0,2016,24.6984,-82.99718,Tortugas,58.0,0.0,3.43326203979381
2329.0,2016,24.71494,-82.98818,Tortugas,96.0,0.0,1.738797491944596
2333.0,2016,24.66155,-83.0244,Tortugas,97.0,0.0,1.4971454648573257
2334.0,2016,24.65450342,-83.03464081,Tortugas,93.0,0.0,2.4788483746081473
2339.0,2016,24.69092,-83.05819,Tortugas,95.0,0.0,2.453290656811932
2358.0,2016,24.6933,-82.98184,Tortugas,38.0,0.0,2.1484962350008217
2362.0,2016,24.70549,-83.01248,Tortugas,99.0,0.0,2.511769848574877
2365.0,2016,24.64244203,-83.02132825,Tortugas,100.0,0.0,1.9746827776859246
2368.0,2016,24.64973797,-83.01889842,Tortugas,96.0,0.0,2.8190534261060374
2370.0,2016,24.66657,-83.02176,Tortugas,98.0,0.0,0.9932712040369516
2372.0,2016,24.68183,-82.99274,Tortugas,95.0,0.0,1.9459875578019423
2373.0,2016,24.6789,-82.99505,Tortugas,79.0,0.0,2.0710769866526975
2375.0,2016,24.69744,-82.99547,Tortugas,87.0,0.0,3.240223443655786
2501.0,2016,24.48323,-82.01456,Tortugas,26.0,0.76285774,1.3974276277751525
2502.0,2016,24.47449,-82.02641,Tortugas,63.0,0.76285774,0.153661043422786
2530.0,2016,24.44243,-82.60848,Tortugas,93.0,0.0,2.5601974924491295
2548.0,2016,24.71864,-82.88831,Tortugas,91.0,0.0,1.5186591802154297
2549.0,2016,24.72291,-82.8532,Tortugas,86.0,0.0,2.2149130166190134
2550.0,2016,24.57066,-82.92463,Tortugas,100.0,0.0,0.4845657008540457
2551.0,2016,24.58288,-82.88835,Tortugas,100.0,0.0,1.60845607580396
2552.0,2016,24.60271,-82.97823,Tortugas,81.0,0.0,2.4998702286133043
2556.0,2016,24.72403,-82.80654,Tortugas,97.0,0.0,1.8681077329652518
2570.0,2016,24.61438,-82.90212,Tortugas,84.0,0.0,2.597161707773442
2576.0,2016,24.59865,-82.87169,Tortugas,74.0,0.0,2.6505643538500947
2581.0,2016,24.61007,-82.87096,Tortugas,87.0,0.0,1.709819873834818
2597.0,2016,24.7132,-82.844,Tortugas,70.0,0.0,2.3247822406753196
2598.0,2016,24.60734,-82.90277,Tortugas,53.0,0.0,2.9845430229135004
2608.0,2016,24.65349,-82.8324,Tortugas,45.0,0.0,2.506156020529244
2610.0,2016,24.66101,-82.80141,Tortugas,63.0,0.0,2.846976212029202
2611.0,2016,24.66871,-82.81084,Tortugas,36.0,0.0,1.5931522817667816
2636.0,2016,24.58943,-82.95677,Tortugas,56.0,0.0,2.444007709560955
2665.0,2016,24.6772,-82.99448,Tortugas,86.0,0.0,1.9827660473086124
2678.0,2016,24.72227,-82.98708,Tortugas,98.0,0.0,1.2568699996091979
2687.0,2016,24.67824,-83.01801,Tortugas,99.0,0.0,0.7928368097878931
2691.0,2016,24.69374,-83.01121,Tortugas,61.0,0.0,2.5064686763118518
2695.0,2016,24.70196871,-83.0334847,Tortugas,78.0,0.0,2.7011602685508085
2701.0,2016,24.50428,-82.25288,Tortugas,69.0,0.0,3.212154371839649
3000.0,2016,18.37813,-67.483492,PRICO,96.0,0.4700001,0.9607284267169228
3001.0,2016,26.20328333,-80.08675,SEFCRI,100.0,0.0,2.6846509489792165
3002.0,2016,18.38568,-67.471123,PRICO,82.0,0.4700001,1.2562647870046384
3002.0,2016,26.1882,-80.0886,SEFCRI,99.0,0.0,1.9984560761139614
3004.0,2016,18.376626,-67.477283,PRICO,100.0,0.4700001,0.3006977661985938
3004.0,2016,26.16218333,-80.09666667,SEFCRI,100.0,0.0,2.589496255352819
3005.0,2016,18.393349,-67.484227,PRICO,100.0,0.4700001,2.260441058130359
3006.0,2016,18.381132,-67.486665,PRICO,100.0,0.4700001,1.406601174014526
3008.0,2016,18.378872,-67.483817,PRICO,100.0,0.4700001,1.024612766693981
3009.0,2016,18.381122,-67.472087,PRICO,100.0,0.4700001,0.7471852487416784
3009.0,2016,26.0847,-80.0998,SEFCRI,100.0,0.0,2.7008926788199648
3010.0,2016,18.38355,-67.488995,PRICO,100.0,0.4700001,1.7558124102989299
3011.0,2016,18.390629,-67.477781,PRICO,100.0,0.4700001,1.7623602587433904
3012.0,2016,18.377535,-67.480614,PRICO,100.0,0.4700001,0.6554766601916269
3014.0,2016,18.048525,-67.874492,PRICO,100.0,0.9914291,2.6162590639673975
3015.0,2016,18.097826,-67.939413,PRICO,100.0,0.98857194,2.959646712544925
3016.0,2016,26.00153333,-80.11191667,SEFCRI,100.0,0.0,2.9190849508792005
3017.0,2016,18.05805,-67.85623,PRICO,100.0,1.1371435,2.7376222378311468
3019.0,2016,18.06706,-67.85047,PRICO,75.0,1.1371435,2.740175765467527
3020.0,2016,18.092482,-67.945979,PRICO,93.0,0.98857194,2.9483573103189604
3021.0,2016,18.0572,-67.86447,PRICO,100.0,1.1371435,2.271660003825408
3021.0,2016,25.92596667,-80.10536667,SEFCRI,98.0,0.0,1.9671076345528413
3022.0,2016,18.06148,-67.85976,PRICO,100.0,1.1371435,2.2044672068290487
