PRIMARY_SAMPLE_UNIT,latitude,longitude,YEAR,REGION,COVER_CAT_NAME,HARDBOTTOM_P,group,MONTH,DAY,annual_dhw,distance_to_thermal_km
3085.0,26.23083333,-80.06935,2016,SEFCRI,MacroOtherFleshy,10.0,Other,,,0.0,0.8590541070884312
3085.0,26.23083333,-80.06935,2016,SEFCRI,Montastraea cavernosa,1.0,Other,,,0.0,0.8590541070884312
3085.0,26.23083333,-80.06935,2016,SEFCRI,Palythoa spp,1.0,Other,,,0.0,0.8590541070884312
3085.0,26.23083333,-80.06935,2016,SEFCRI,Siderastrea siderea,3.0,Other,,,0.0,0.8590541070884312
3085.0,26.23083333,-80.06935,2016,SEFCRI,Porifera spp,28.0,Other,,,0.0,0.8590541070884312
3085.0,26.23083333,-80.06935,2016,SEFCRI,Turf Algae with Sediment,36.0,Other,,,0.0,0.8590541070884312
3069.0,26.21775,-80.08175,2016,SEFCRI,Bare Substrate,0.0,Other,,,0.0,1.0505947579746484
3069.0,26.21775,-80.08175,2016,SEFCRI,Dictyota spp,11.0,Other,,,0.0,1.0505947579746484
3069.0,26.21775,-80.08175,2016,SEFCRI,Encrusting gorgonian,2.0,Other,,,0.0,1.0505947579746484
3069.0,26.21775,-80.08175,2016,SEFCRI,Gorgonians,5.0,Other,,,0.0,1.0505947579746484
3069.0,26.21775,-80.08175,2016,SEFCRI,Halimeda spp,10.0,Other,,,0.0,1.0505947579746484
3069.0,26.21775,-80.08175,2016,SEFCRI,MacroOtherFleshy,5.0,Other,,,0.0,1.0505947579746484
3069.0,26.21775,-80.08175,2016,SEFCRI,Palythoa spp,2.0,Other,,,0.0,1.0505947579746484
3069.0,26.21775,-80.08175,2016,SEFCRI,Porifera spp,10.0,Other,,,0.0,1.0505947579746484
3069.0,26.21775,-80.08175,2016,SEFCRI,Turf Algae with Sediment,38.0,Other,,,0.0,1.0505947579746484
3045.0,26.21538333,-80.08393333,2016,SEFCRI,Cliona spp,1.0,Other,,,0.0,1.392194210411031
3045.0,26.21538333,-80.08393333,2016,SEFCRI,Dictyota spp,17.0,Other,,,0.0,1.392194210411031
3045.0,26.21538333,-80.08393333,2016,SEFCRI,Gorgonians,6.0,Other,,,0.0,1.392194210411031
3045.0,26.21538333,-80.08393333,2016,SEFCRI,Halimeda spp,2.0,Other,,,0.0,1.392194210411031
3045.0,26.21538333,-80.08393333,2016,SEFCRI,Montastraea cavernosa,7.0,Other,,,0.0,1.392194210411031
3045.0,26.21538333,-80.08393333,2016,SEFCRI,Palythoa spp,11.0,Other,,,0.0,1.392194210411031
3045.0,26.21538333,-80.08393333,2016,SEFCRI,Porifera spp,4.0,Other,,,0.0,1.392194210411031
3045.0,26.21538333,-80.08393333,2016,SEFCRI,Stephanocoenia intersepta,2.0,Other,,,0.0,1.392194210411031
3045.0,26.21538333,-80.08393333,2016,SEFCRI,Turf Algae with Sediment,41.0,Other,,,0.0,1.392194210411031
3001.0,26.20328333,-80.08675,2016,SEFCRI,Dictyota spp,11.0,Other,,,0.0,2.6846509489792165
3001.0,26.20328333,-80.08675,2016,SEFCRI,Encrusting gorgonian,8.0,Other,,,0.0,2.6846509489792165
3001.0,26.20328333,-80.08675,2016,SEFCRI,Gorgonians,8.0,Other,,,0.0,2.6846509489792165
3001.0,26.20328333,-80.08675,2016,SEFCRI,Halimeda spp,2.0,Other,,,0.0,2.6846509489792165
3001.0,26.20328333,-80.08675,2016,SEFCRI,MacroOtherFleshy,4.0,Other,,,0.0,2.6846509489792165
3001.0,26.20328333,-80.08675,2016,SEFCRI,Palythoa spp,3.0,Other,,,0.0,2.6846509489792165
3001.0,26.20328333,-80.08675,2016,SEFCRI,Porifera spp,3.0,Other,,,0.0,2.6846509489792165
3001.0,26.20328333,-80.08675,2016,SEFCRI,Turf Algae with Sediment,61.0,Other,,,0.0,2.6846509489792165
3002.0,26.1882,-80.0886,2016,SEFCRI,Acropora cervicornis,14.0,Other,,,0.0,1.9984560761139614
3002.0,26.1882,-80.0886,2016,SEFCRI,Cliona spp,1.0,Other,,,0.0,1.9984560761139614
3002.0,26.1882,-80.0886,2016,SEFCRI,Gorgonians,2.0,Other,,,0.0,1.9984560761139614
3002.0,26.1882,-80.0886,2016,SEFCRI,Palythoa spp,3.0,Other,,,0.0,1.9984560761139614
3002.0,26.1882,-80.0886,2016,SEFCRI,Porites astreoides,3.0,Other,,,0.0,1.9984560761139614
3002.0,26.1882,-80.0886,2016,SEFCRI,Porifera spp,1.0,Other,,,0.0,1.9984560761139614
3002.0,26.1882,-80.0886,2016,SEFCRI,Turf Algae with Sediment,75.0,Other,,,0.0,1.9984560761139614
3004.0,26.16218333,-80.09666667,2016,SEFCRI,Dictyota spp,23.0,Other,,,0.0,2.589496255352819
3004.0,26.16218333,-80.09666667,2016,SEFCRI,Encrusting gorgonian,3.0,Other,,,0.0,2.589496255352819
3004.0,26.16218333,-80.09666667,2016,SEFCRI,Gorgonians,5.0,Other,,,0.0,2.589496255352819
3004.0,26.16218333,-80.09666667,2016,SEFCRI,MacroOtherFleshy,1.0,Other,,,0.0,2.589496255352819
3004.0,26.16218333,-80.09666667,2016,SEFCRI,Porifera spp,5.0,Other,,,0.0,2.589496255352819
3004.0,26.16218333,-80.09666667,2016,SEFCRI,Turf Algae with Sediment,63.0,Other,,,0.0,2.589496255352819
3105.0,25.8614,-80.09255,2016,SEFCRI,Encrusting gorgonian,8.0,Other,,,0.0,2.31702352512756
3105.0,25.8614,-80.09255,2016,SEFCRI,Gorgonians,8.0,Other,,,0.0,2.31702352512756
3105.0,25.8614,-80.09255,2016,SEFCRI,Halimeda spp,5.0,Other,,,0.0,2.31702352512756
3105.0,25.8614,-80.09255,2016,SEFCRI,MacroOtherFleshy,7.0,Other,,,0.0,2.31702352512756
3105.0,25.8614,-80.09255,2016,SEFCRI,Montastraea cavernosa,1.0,Other,,,0.0,2.31702352512756
3105.0,25.8614,-80.09255,2016,SEFCRI,Porifera spp,5.0,Other,,,0.0,2.31702352512756
3105.0,25.8614,-80.09255,2016,SEFCRI,Turf Algae with Sediment,66.0,Other,,,0.0,2.31702352512756
3089.0,25.76966667,-80.08826667,2016,SEFCRI,Cliona spp,1.0,Other,,,0.0,1.4544596572102768
3089.0,25.76966667,-80.08826667,2016,SEFCRI,Gorgonians,3.0,Other,,,0.0,1.4544596572102768
3089.0,25.76966667,-80.08826667,2016,SEFCRI,Porifera spp,3.0,Other,,,0.0,1.4544596572102768
3089.0,25.76966667,-80.08826667,2016,SEFCRI,Stephanocoenia intersepta,1.0,Other,,,0.0,1.4544596572102768
3089.0,25.76966667,-80.08826667,2016,SEFCRI,Turf Algae with Sediment,92.0,Other,,,0.0,1.4544596572102768
3150.0,25.78821667,-80.08813333,2016,SEFCRI,Dictyota spp,28.0,Other,,,0.0,1.9716251188333562
3150.0,25.78821667,-80.08813333,2016,SEFCRI,Encrusting gorgonian,6.0,Other,,,0.0,1.9716251188333562
3150.0,25.78821667,-80.08813333,2016,SEFCRI,Gorgonians,1.0,Other,,,0.0,1.9716251188333562
3150.0,25.78821667,-80.08813333,2016,SEFCRI,Halimeda spp,1.0,Other,,,0.0,1.9716251188333562
3150.0,25.78821667,-80.08813333,2016,SEFCRI,MacroOtherFleshy,4.0,Other,,,0.0,1.9716251188333562
3150.0,25.78821667,-80.08813333,2016,SEFCRI,Porifera spp,10.0,Other,,,0.0,1.9716251188333562
3150.0,25.78821667,-80.08813333,2016,SEFCRI,Turf Algae with Sediment,50.0,Other,,,0.0,1.9716251188333562
3040.0,25.80368333,-80.0914,2016,SEFCRI,Cliona spp,1.0,Other,,,0.0,2.8834306994262926
3040.0,25.80368333,-80.0914,2016,SEFCRI,Dictyota spp,2.0,Other,,,0.0,2.8834306994262926
3040.0,25.80368333,-80.0914,2016,SEFCRI,Encrusting gorgonian,7.0,Other,,,0.0,2.8834306994262926
3040.0,25.80368333,-80.0914,2016,SEFCRI,Gorgonians,6.0,Other,,,0.0,2.8834306994262926
3040.0,25.80368333,-80.0914,2016,SEFCRI,Halimeda spp,3.0,Other,,,0.0,2.8834306994262926
3040.0,25.80368333,-80.0914,2016,SEFCRI,Millepora spp,1.0,Other,,,0.0,2.8834306994262926
3040.0,25.80368333,-80.0914,2016,SEFCRI,Porifera spp,2.0,Other,,,0.0,2.8834306994262926
3040.0,25.80368333,-80.0914,2016,SEFCRI,Turf Algae with Sediment,78.0,Other,,,0.0,2.8834306994262926
3037.0,25.80663333,-80.10753333,2016,SEFCRI,Cliona spp,1.0,Other,,,0.0,2.6893230643708876
3037.0,25.80663333,-80.10753333,2016,SEFCRI,Dictyota spp,15.0,Other,,,0.0,2.6893230643708876
3037.0,25.80663333,-80.10753333,2016,SEFCRI,Encrusting gorgonian,7.0,Other,,,0.0,2.6893230643708876
3037.0,25.80663333,-80.10753333,2016,SEFCRI,Gorgonians,8.0,Other,,,0.0,2.6893230643708876
3037.0,25.80663333,-80.10753333,2016,SEFCRI,Halimeda spp,3.0,Other,,,0.0,2.6893230643708876
3037.0,25.80663333,-80.10753333,2016,SEFCRI,MacroOtherFleshy,1.0,Other,,,0.0,2.6893230643708876
3037.0,25.80663333,-80.10753333,2016,SEFCRI,Millepora spp,1.0,Other,,,0.0,2.6893230643708876
3037.0,25.80663333,-80.10753333,2016,SEFCRI,Porifera spp,5.0,Other,,,0.0,2.6893230643708876
3037.0,25.80663333,-80.10753333,2016,SEFCRI,Turf Algae with Sediment,59.0,Other,,,0.0,2.6893230643708876
3036.0,25.80918333,-80.09966667,2016,SEFCRI,Dictyota spp,36.0,Other,,,0.0,3.031313009598353
3036.0,25.80918333,-80.09966667,2016,SEFCRI,Encrusting gorgonian,1.0,Other,,,0.0,3.031313009598353
3036.0,25.80918333,-80.09966667,2016,SEFCRI,Gorgonians,12.0,Other,,,0.0,3.031313009598353
3036.0,25.80918333,-80.09966667,2016,SEFCRI,Halimeda spp,2.0,Other,,,0.0,3.031313009598353
3036.0,25.80918333,-80.09966667,2016,SEFCRI,MacroOtherFleshy,2.0,Other,,,0.0,3.031313009598353
3036.0,25.80918333,-80.09966667,2016,SEFCRI,Millepora spp,2.0,Other,,,0.0,3.031313009598353
3036.0,25.80918333,-80.09966667,2016,SEFCRI,Porifera spp,5.0,Other,,,0.0,3.031313009598353
3036.0,25.80918333,-80.09966667,2016,SEFCRI,Turf Algae with Sediment,40.0,Other,,,0.0,3.031313009598353
3067.0,25.83123333,-80.09333333,2016,SEFCRI,Bare Substrate,2.0,Other,,,0.0,1.9608646119839264
3067.0,25.83123333,-80.09333333,2016,SEFCRI,Dictyota spp,13.0,Other,,,0.0,1.9608646119839264
3067.0,25.83123333,-80.09333333,2016,SEFCRI,Encrusting gorgonian,5.0,Other,,,0.0,1.9608646119839264
3067.0,25.83123333,-80.09333333,2016,SEFCRI,Gorgonians,5.0,Other,,,0.0,1.9608646119839264
3067.0,25.83123333,-80.09333333,2016,SEFCRI,MacroOtherFleshy,1.0,Other,,,0.0,1.9608646119839264
3067.0,25.83123333,-80.09333333,2016,SEFCRI,Millepora spp,1.0,Other,,,0.0,1.9608646119839264
3067.0,25.83123333,-80.09333333,2016,SEFCRI,Porites astreoides,2.0,Other,,,0.0,1.9608646119839264
3067.0,25.83123333,-80.09333333,2016,SEFCRI,Siderastrea siderea,1.0,Other,,,0.0,1.9608646119839264
3067.0,25.83123333,-80.09333333,2016,SEFCRI,Porifera spp,4.0,Other,,,0.0,1.9608646119839264
3067.0,25.83123333,-80.09333333,2016,SEFCRI,Turf Algae with Sediment,66.0,Other,,,0.0,1.9608646119839264
3083.0,25.83775,-80.0995,2016,SEFCRI,Bare Substrate,1.0,Other,,,0.0,2.8317689876753867
3083.0,25.83775,-80.0995,2016,SEFCRI,Cliona spp,1.0,Other,,,0.0,2.8317689876753867
3083.0,25.83775,-80.0995,2016,SEFCRI,Dictyota spp,24.0,Other,,,0.0,2.8317689876753867
3083.0,25.83775,-80.0995,2016,SEFCRI,Encrusting gorgonian,2.0,Other,,,0.0,2.8317689876753867
3083.0,25.83775,-80.0995,2016,SEFCRI,Gorgonians,6.0,Other,,,0.0,2.8317689876753867
3083.0,25.83775,-80.0995,2016,SEFCRI,Halimeda spp,4.0,Other,,,0.0,2.8317689876753867
3083.0,25.83775,-80.0995,2016,SEFCRI,MacroOtherFleshy,16.0,Other,,,0.0,2.8317689876753867
3083.0,25.83775,-80.0995,2016,SEFCRI,Porites astreoides,5.0,Other,,,0.0,2.8317689876753867
3083.0,25.83775,-80.0995,2016,SEFCRI,Siderastrea siderea,1.0,Other,,,0.0,2.8317689876753867
3083.0,25.83775,-80.0995,2016,SEFCRI,Turf Algae with Sediment,40.0,Other,,,0.0,2.8317689876753867
3066.0,25.85471667,-80.09971667,2016,SEFCRI,Dictyota spp,22.0,Other,,,0.0,3.346724516171535
3066.0,25.85471667,-80.09971667,2016,SEFCRI,Gorgonians,5.0,Other,,,0.0,3.346724516171535
3066.0,25.85471667,-80.09971667,2016,SEFCRI,Halimeda spp,3.0,Other,,,0.0,3.346724516171535
3066.0,25.85471667,-80.09971667,2016,SEFCRI,Palythoa spp,3.0,Other,,,0.0,3.346724516171535
3066.0,25.85471667,-80.09971667,2016,SEFCRI,Porites astreoides,1.0,Other,,,0.0,3.346724516171535
3066.0,25.85471667,-80.09971667,2016,SEFCRI,Siderastrea siderea,2.0,Other,,,0.0,3.346724516171535
3066.0,25.85471667,-80.09971667,2016,SEFCRI,Porifera spp,10.0,Other,,,0.0,3.346724516171535
3066.0,25.85471667,-80.09971667,2016,SEFCRI,Turf Algae with Sediment,54.0,Other,,,0.0,3.346724516171535
3064.0,25.86881667,-80.10455,2016,SEFCRI,Cliona spp,3.0,Other,,,0.0,2.1591825338148323
3064.0,25.86881667,-80.10455,2016,SEFCRI,Dictyota spp,30.0,Other,,,0.0,2.1591825338148323
3064.0,25.86881667,-80.10455,2016,SEFCRI,Encrusting gorgonian,7.0,Other,,,0.0,2.1591825338148323
3064.0,25.86881667,-80.10455,2016,SEFCRI,Gorgonians,3.0,Other,,,0.0,2.1591825338148323
3064.0,25.86881667,-80.10455,2016,SEFCRI,Halimeda spp,1.0,Other,,,0.0,2.1591825338148323
3064.0,25.86881667,-80.10455,2016,SEFCRI,Porifera spp,2.0,Other,,,0.0,2.1591825338148323
3064.0,25.86881667,-80.10455,2016,SEFCRI,Turf Algae with Sediment,49.0,Other,,,0.0,2.1591825338148323
3030.0,25.87205,-80.11191667,2016,SEFCRI,Cliona spp,4.0,Other,,,0.0,1.350185899567894
3030.0,25.87205,-80.11191667,2016,SEFCRI,Dictyota spp,13.0,Other,,,0.0,1.350185899567894
3030.0,25.87205,-80.11191667,2016,SEFCRI,Encrusting gorgonian,2.0,Other,,,0.0,1.350185899567894
3030.0,25.87205,-80.11191667,2016,SEFCRI,Gorgonians,7.0,Other,,,0.0,1.350185899567894
3030.0,25.87205,-80.11191667,2016,SEFCRI,Halimeda spp,1.0,Other,,,0.0,1.350185899567894
3030.0,25.87205,-80.11191667,2016,SEFCRI,Palythoa spp,2.0,Other,,,0.0,1.350185899567894
3030.0,25.87205,-80.11191667,2016,SEFCRI,Siderastrea siderea,1.0,Other,,,0.0,1.350185899567894
3030.0,25.87205,-80.11191667,2016,SEFCRI,Porifera spp,7.0,Other,,,0.0,1.350185899567894
3030.0,25.87205,-80.11191667,2016,SEFCRI,Stephanocoenia intersepta,3.0,Other,,,0.0,1.350185899567894
3030.0,25.87205,-80.11191667,2016,SEFCRI,Turf Algae with Sediment,58.0,Other,,,0.0,1.350185899567894
3016.0,26.00153333,-80.11191667,2016,SEFCRI,Dictyota spp,33.0,Other,,,0.0,2.9190849508792005
3016.0,26.00153333,-80.11191667,2016,SEFCRI,Encrusting gorgonian,1.0,Other,,,0.0,2.9190849508792005
3016.0,26.00153333,-80.11191667,2016,SEFCRI,Gorgonians,4.0,Other,,,0.0,2.9190849508792005
3016.0,26.00153333,-80.11191667,2016,SEFCRI,MacroOtherFleshy,1.0,Other,,,0.0,2.9190849508792005
3016.0,26.00153333,-80.11191667,2016,SEFCRI,Siderastrea siderea,1.0,Other,,,0.0,2.9190849508792005
3016.0,26.00153333,-80.11191667,2016,SEFCRI,Porifera spp,6.0,Other,,,0.0,2.9190849508792005
3016.0,26.00153333,-80.11191667,2016,SEFCRI,Turf Algae with Sediment,54.0,Other,,,0.0,2.9190849508792005
3175.0,26.37746667,-80.05298333,2016,SEFCRI,Bare Substrate,0.0,Other,,,0.0,2.210817031353829
3175.0,26.37746667,-80.05298333,2016,SEFCRI,Encrusting gorgonian,1.0,Other,,,0.0,2.210817031353829
3175.0,26.37746667,-80.05298333,2016,SEFCRI,Gorgonians,1.0,Other,,,0.0,2.210817031353829
3175.0,26.37746667,-80.05298333,2016,SEFCRI,MacroOtherFleshy,3.0,Other,,,0.0,2.210817031353829
3175.0,26.37746667,-80.05298333,2016,SEFCRI,Siderastrea radians,1.0,Other,,,0.0,2.210817031353829
3175.0,26.37746667,-80.05298333,2016,SEFCRI,Porifera spp,13.0,Other,,,0.0,2.210817031353829
3175.0,26.37746667,-80.05298333,2016,SEFCRI,Turf Algae with Sediment,23.0,Other,,,0.0,2.210817031353829
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Bare Substrate,1.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Cliona spp,4.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Dictyota spp,6.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Encrusting gorgonian,5.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Gorgonians,13.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,MacroOtherFleshy,6.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Millepora spp,2.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Montastraea cavernosa,1.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Orbicella franksi,1.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Palythoa spp,11.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Porites astreoides,1.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Porites spp,1.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Siderastrea siderea,1.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Porifera spp,13.0,Other,,,0.0,2.1328486107566285
3167.0,26.36958333,-80.05446667,2016,SEFCRI,Turf Algae with Sediment,34.0,Other,,,0.0,2.1328486107566285
3165.0,26.31065,-80.06546667,2016,SEFCRI,Bare Substrate,1.0,Other,,,0.0,1.8578015246345787
3165.0,26.31065,-80.06546667,2016,SEFCRI,Cliona spp,2.0,Other,,,0.0,1.8578015246345787
3165.0,26.31065,-80.06546667,2016,SEFCRI,Encrusting gorgonian,2.0,Other,,,0.0,1.8578015246345787
3165.0,26.31065,-80.06546667,2016,SEFCRI,Gorgonians,6.0,Other,,,0.0,1.8578015246345787
3165.0,26.31065,-80.06546667,2016,SEFCRI,Halimeda spp,1.0,Other,,,0.0,1.8578015246345787
3165.0,26.31065,-80.06546667,2016,SEFCRI,MacroOtherFleshy,1.0,Other,,,0.0,1.8578015246345787
3165.0,26.31065,-80.06546667,2016,SEFCRI,Montastraea cavernosa,4.0,Other,,,0.0,1.8578015246345787
3165.0,26.31065,-80.06546667,2016,SEFCRI,Porifera spp,20.0,Other,,,0.0,1.8578015246345787
3165.0,26.31065,-80.06546667,2016,SEFCRI,Turf Algae with Sediment,63.0,Other,,,0.0,1.8578015246345787
3154.0,26.19408333,-80.06995,2016,SEFCRI,Encrusting gorgonian,27.0,Other,,,0.0,2.1807564188279276
3154.0,26.19408333,-80.06995,2016,SEFCRI,Gorgonians,8.0,Other,,,0.0,2.1807564188279276
3154.0,26.19408333,-80.06995,2016,SEFCRI,Halimeda spp,11.0,Other,,,0.0,2.1807564188279276
3154.0,26.19408333,-80.06995,2016,SEFCRI,Porifera spp,20.0,Other,,,0.0,2.1807564188279276
3154.0,26.19408333,-80.06995,2016,SEFCRI,Turf Algae with Sediment,19.0,Other,,,0.0,2.1807564188279276
3152.0,26.22498333,-80.06966667,2016,SEFCRI,Encrusting gorgonian,18.0,Other,,,0.0,0.5324577854678094
3152.0,26.22498333,-80.06966667,2016,SEFCRI,Halimeda spp,36.0,Other,,,0.0,0.5324577854678094
3152.0,26.22498333,-80.06966667,2016,SEFCRI,Montastraea cavernosa,2.0,Other,,,0.0,0.5324577854678094
3152.0,26.22498333,-80.06966667,2016,SEFCRI,Siderastrea radians,1.0,Other,,,0.0,0.5324577854678094
3152.0,26.22498333,-80.06966667,2016,SEFCRI,Porifera spp,22.0,Other,,,0.0,0.5324577854678094
3152.0,26.22498333,-80.06966667,2016,SEFCRI,Turf Algae with Sediment,21.0,Other,,,0.0,0.5324577854678094
3120.0,26.09685,-80.08391667,2016,SEFCRI,Cliona spp,11.0,Other,,,0.0,2.587022972835382
3120.0,26.09685,-80.08391667,2016,SEFCRI,Dictyota spp,6.0,Other,,,0.0,2.587022972835382
3120.0,26.09685,-80.08391667,2016,SEFCRI,Encrusting gorgonian,27.0,Other,,,0.0,2.587022972835382
3120.0,26.09685,-80.08391667,2016,SEFCRI,Gorgonians,8.0,Other,,,0.0,2.587022972835382
3120.0,26.09685,-80.08391667,2016,SEFCRI,Halimeda spp,2.0,Other,,,0.0,2.587022972835382
3120.0,26.09685,-80.08391667,2016,SEFCRI,Palythoa spp,1.0,Other,,,0.0,2.587022972835382
3120.0,26.09685,-80.08391667,2016,SEFCRI,Porites astreoides,1.0,Other,,,0.0,2.587022972835382
3120.0,26.09685,-80.08391667,2016,SEFCRI,Porifera spp,10.0,Other,,,0.0,2.587022972835382
3120.0,26.09685,-80.08391667,2016,SEFCRI,Turf Algae Free of Sediment,25.0,Other,,,0.0,2.587022972835382
3120.0,26.09685,-80.08391667,2016,SEFCRI,Turf Algae with Sediment,9.0,Other,,,0.0,2.587022972835382
3094.0,26.11138333,-80.08658333,2016,SEFCRI,Bare Substrate,3.0,Other,,,0.0,1.904971516467173
3094.0,26.11138333,-80.08658333,2016,SEFCRI,Cliona spp,3.0,Other,,,0.0,1.904971516467173
3094.0,26.11138333,-80.08658333,2016,SEFCRI,Encrusting gorgonian,4.0,Other,,,0.0,1.904971516467173
3094.0,26.11138333,-80.08658333,2016,SEFCRI,Gorgonians,3.0,Other,,,0.0,1.904971516467173
3094.0,26.11138333,-80.08658333,2016,SEFCRI,Halimeda spp,2.0,Other,,,0.0,1.904971516467173
3094.0,26.11138333,-80.08658333,2016,SEFCRI,MacroOtherFleshy,5.0,Other,,,0.0,1.904971516467173
3094.0,26.11138333,-80.08658333,2016,SEFCRI,Porifera spp,8.0,Other,,,0.0,1.904971516467173
3094.0,26.11138333,-80.08658333,2016,SEFCRI,Turf Algae with Sediment,48.0,Other,,,0.0,1.904971516467173
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Bare Substrate,5.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Cliona spp,1.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Encrusting gorgonian,10.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Gorgonians,8.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Halimeda spp,3.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,MacroOtherFleshy,3.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Madracis spp,1.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Millepora spp,1.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Palythoa spp,1.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Peysonnellia,1.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Rhodophyta cru. spp,10.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Siderastrea siderea,1.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Porifera spp,6.0,Other,,,0.0,2.4809782244299803
3210.0,26.43696667,-80.04603333,2016,SEFCRI,Turf Algae with Sediment,43.0,Other,,,0.0,2.4809782244299803
3203.0,26.50883333,-80.03383333,2016,SEFCRI,Diploria labyrinthiformis,1.0,Other,,,0.0,2.0010871992912134
3203.0,26.50883333,-80.03383333,2016,SEFCRI,Encrusting gorgonian,21.0,Other,,,0.0,2.0010871992912134
3203.0,26.50883333,-80.03383333,2016,SEFCRI,Gorgonians,2.0,Other,,,0.0,2.0010871992912134
3203.0,26.50883333,-80.03383333,2016,SEFCRI,Millepora spp,1.0,Other,,,0.0,2.0010871992912134
3203.0,26.50883333,-80.03383333,2016,SEFCRI,Montastraea cavernosa,2.0,Other,,,0.0,2.0010871992912134
3203.0,26.50883333,-80.03383333,2016,SEFCRI,Siderastrea siderea,1.0,Other,,,0.0,2.0010871992912134
3203.0,26.50883333,-80.03383333,2016,SEFCRI,Porifera spp,43.0,Other,,,0.0,2.0010871992912134
3203.0,26.50883333,-80.03383333,2016,SEFCRI,Turf Algae with Sediment,29.0,Other,,,0.0,2.0010871992912134
3194.0,26.48481667,-80.0405,2016,SEFCRI,Bare Substrate,1.0,Other,,,0.0,1.8893147042084575
3194.0,26.48481667,-80.0405,2016,SEFCRI,Encrusting gorgonian,1.0,Other,,,0.0,1.8893147042084575
3194.0,26.48481667,-80.0405,2016,SEFCRI,Gorgonians,6.0,Other,,,0.0,1.8893147042084575
3194.0,26.48481667,-80.0405,2016,SEFCRI,Madracis spp,1.0,Other,,,0.0,1.8893147042084575
3194.0,26.48481667,-80.0405,2016,SEFCRI,Palythoa spp,1.0,Other,,,0.0,1.8893147042084575
3194.0,26.48481667,-80.0405,2016,SEFCRI,Peysonnellia,1.0,Other,,,0.0,1.8893147042084575
3194.0,26.48481667,-80.0405,2016,SEFCRI,Porites porites,1.0,Other,,,0.0,1.8893147042084575
3194.0,26.48481667,-80.0405,2016,SEFCRI,Porifera spp,17.0,Other,,,0.0,1.8893147042084575
3194.0,26.48481667,-80.0405,2016,SEFCRI,Turf Algae with Sediment,65.0,Other,,,0.0,1.8893147042084575
3195.0,26.41563333,-80.0505,2016,SEFCRI,Cliona spp,7.0,Other,,,0.0,2.7446026315753382
3195.0,26.41563333,-80.0505,2016,SEFCRI,Cliona spp,7.0,Other,,,0.0,2.7446026315753382
3195.0,26.41563333,-80.0505,2016,SEFCRI,Cliona spp,7.0,Other,,,0.0,2.7446026315753382
3195.0,26.41563333,-80.0505,2016,SEFCRI,Cliona spp,7.0,Other,,,0.0,2.7446026315753382
3195.0,26.41563333,-80.0505,2016,SEFCRI,Encrusting gorgonian,13.0,Other,,,0.0,2.7446026315753382
3195.0,26.41563333,-80.0505,2016,SEFCRI,Encrusting gorgonian,13.0,Other,,,0.0,2.7446026315753382
3195.0,26.41563333,-80.0505,2016,SEFCRI,Encrusting gorgonian,13.0,Other,,,0.0,2.7446026315753382
