PRIMARY_SAMPLE_UNIT,latitude,longitude,YEAR,REGION,COVER_CAT_NAME,HARDBOTTOM_P,group,MONTH,DAY,annual_dhw,distance_to_thermal_km
1385.0,24.50928,-81.6657,2016,FLK,MacroOtherFleshy,1.0,Other,,,3.8614283,1.9854137076671825
1385.0,24.50928,-81.6657,2016,FLK,Montastraea cavernosa,1.0,Other,,,3.8614283,1.9854137076671825
1385.0,24.50928,-81.6657,2016,FLK,Palythoa spp,4.0,Other,,,3.8614283,1.9854137076671825
1385.0,24.50928,-81.6657,2016,FLK,Porites astreoides,1.0,Other,,,3.8614283,1.9854137076671825
1385.0,24.50928,-81.6657,2016,FLK,Rhodophyta cru. spp,5.0,Other,,,3.8614283,1.9854137076671825
1385.0,24.50928,-81.6657,2016,FLK,Siderastrea radians,1.0,Other,,,3.8614283,1.9854137076671825
1385.0,24.50928,-81.6657,2016,FLK,Siderastrea siderea,8.0,Other,,,3.8614283,1.9854137076671825
1385.0,24.50928,-81.6657,2016,FLK,Porifera spp,5.0,Other,,,3.8614283,1.9854137076671825
1385.0,24.50928,-81.6657,2016,FLK,Stephanocoenia intersepta,6.0,Other,,,3.8614283,1.9854137076671825
1385.0,24.50928,-81.6657,2016,FLK,Turf Algae with Sediment,39.0,Other,,,3.8614283,1.9854137076671825
1384.0,24.50152,-81.67913,2016,FLK,Colpophyllia natans,1.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Dichocoenia stokesii,1.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Diploria labyrinthiformis,2.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Encrusting gorgonian,1.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Gorgonians,2.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Halimeda spp,6.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,MacroOtherCalcareous,4.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Millepora spp,2.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Porites astreoides,1.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Pseudodiploria strigosa,1.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Siderastrea siderea,15.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Porifera spp,13.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Stephanocoenia intersepta,4.0,Other,,,3.8614283,2.6442000030665125
1384.0,24.50152,-81.67913,2016,FLK,Turf Algae with Sediment,47.0,Other,,,3.8614283,2.6442000030665125
1367.0,24.54492,-81.57647,2016,FLK,Bare Substrate,15.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Colpophyllia natans,10.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Cyanophyta spp,2.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Encrusting gorgonian,8.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Gorgonians,6.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,MacroOtherCalcareous,1.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,MacroOtherFleshy,2.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Meandrina meandrites,2.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Montastraea cavernosa,3.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Orbicella annularis,1.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Orbicella faveolata,3.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Other species,4.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Porites astreoides,1.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Siderastrea radians,1.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Siderastrea siderea,16.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Porifera spp,18.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Stephanocoenia intersepta,5.0,Other,,,3.9000006,2.2197882623396534
1367.0,24.54492,-81.57647,2016,FLK,Turf Algae with Sediment,2.0,Other,,,3.9000006,2.2197882623396534
1368.0,24.54466,-81.56509,2016,FLK,Agaricia agaricites,1.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Bare Substrate,12.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Cyanophyta spp,3.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Dichocoenia stokesii,1.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Encrusting gorgonian,11.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Gorgonians,4.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,MacroOtherCalcareous,2.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,MacroOtherFleshy,2.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Millepora spp,1.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Montastraea cavernosa,1.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Other species,2.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Palythoa spp,3.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Peysonnellia,2.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Porites astreoides,1.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Siderastrea radians,1.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Siderastrea siderea,12.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Porifera spp,16.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Stephanocoenia intersepta,5.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Turf Algae Free of Sediment,11.0,Other,,,3.9000006,2.4050124176117014
1368.0,24.54466,-81.56509,2016,FLK,Turf Algae with Sediment,2.0,Other,,,3.9000006,2.4050124176117014
1395.0,24.52624,-81.52184,2016,FLK,Bare Substrate,0.0,Other,,,3.6657155,0.34821596694211243
1395.0,24.52624,-81.52184,2016,FLK,Dictyota spp,0.0,Other,,,3.6657155,0.34821596694211243
1395.0,24.52624,-81.52184,2016,FLK,Halimeda spp,0.0,Other,,,3.6657155,0.34821596694211243
1395.0,24.52624,-81.52184,2016,FLK,MacroOtherCalcareous,0.0,Other,,,3.6657155,0.34821596694211243
1395.0,24.52624,-81.52184,2016,FLK,MacroOtherFleshy,0.0,Other,,,3.6657155,0.34821596694211243
1395.0,24.52624,-81.52184,2016,FLK,Turf Algae Free of Sediment,0.0,Other,,,3.6657155,0.34821596694211243
1395.0,24.52624,-81.52184,2016,FLK,Turf Algae with Sediment,0.0,Other,,,3.6657155,0.34821596694211243
1453.0,24.51864,-81.53465,2016,FLK,Bare Substrate,18.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,Cliona spp,1.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,Dictyota spp,31.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,Gorgonians,9.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,Halimeda spp,3.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,MacroOtherFleshy,2.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,Millepora spp,2.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,Rhodophyta cru. spp,1.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,Siderastrea siderea,4.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,Porifera spp,7.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,Stephanocoenia intersepta,1.0,Other,,,3.6657155,1.2054578375262874
1453.0,24.51864,-81.53465,2016,FLK,Turf Algae with Sediment,19.0,Other,,,3.6657155,1.2054578375262874
1409.0,24.52311,-81.51885,2016,FLK,Bare Substrate,17.0,Other,,,3.6657155,0.6568935141939907
1409.0,24.52311,-81.51885,2016,FLK,Cyanophyta spp,2.0,Other,,,3.6657155,0.6568935141939907
1409.0,24.52311,-81.51885,2016,FLK,Gorgonians,3.0,Other,,,3.6657155,0.6568935141939907
1409.0,24.52311,-81.51885,2016,FLK,Halimeda spp,11.0,Other,,,3.6657155,0.6568935141939907
1409.0,24.52311,-81.51885,2016,FLK,MacroOtherCalcareous,4.0,Other,,,3.6657155,0.6568935141939907
1409.0,24.52311,-81.51885,2016,FLK,MacroOtherFleshy,1.0,Other,,,3.6657155,0.6568935141939907
1409.0,24.52311,-81.51885,2016,FLK,Palythoa spp,29.0,Other,,,3.6657155,0.6568935141939907
1409.0,24.52311,-81.51885,2016,FLK,Siderastrea radians,1.0,Other,,,3.6657155,0.6568935141939907
1409.0,24.52311,-81.51885,2016,FLK,Porifera spp,14.0,Other,,,3.6657155,0.6568935141939907
1409.0,24.52311,-81.51885,2016,FLK,Turf Algae with Sediment,18.0,Other,,,3.6657155,0.6568935141939907
1410.0,24.52326,-81.51573,2016,FLK,Bare Substrate,1.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,Dictyota spp,3.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,Eusmilia fastigiata,1.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,Gorgonians,8.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,Halimeda spp,12.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,MacroOtherFleshy,8.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,Other species,1.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,Palythoa spp,14.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,Rhodophyta cru. spp,1.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,Siderastrea siderea,1.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,Porifera spp,25.0,Other,,,3.6657155,0.9577232870495311
1410.0,24.52326,-81.51573,2016,FLK,Turf Algae with Sediment,17.0,Other,,,3.6657155,0.9577232870495311
1446.0,24.52773,-81.52417,2016,FLK,Bare Substrate,0.0,Other,,,3.6657155,0.31483797638781374
1446.0,24.52773,-81.52417,2016,FLK,MacroOtherFleshy,0.0,Other,,,3.6657155,0.31483797638781374
1446.0,24.52773,-81.52417,2016,FLK,Magnoliophyta spp,0.0,Other,,,3.6657155,0.31483797638781374
1350.0,24.57682,-81.61338,2016,FLK,Bare Substrate,3.0,Other,,,4.7928543,1.1930104800310124
1350.0,24.57682,-81.61338,2016,FLK,Cyanophyta spp,3.0,Other,,,4.7928543,1.1930104800310124
1350.0,24.57682,-81.61338,2016,FLK,MacroOtherFleshy,1.0,Other,,,4.7928543,1.1930104800310124
1350.0,24.57682,-81.61338,2016,FLK,Orbicella annularis,39.0,Other,,,4.7928543,1.1930104800310124
1350.0,24.57682,-81.61338,2016,FLK,Orbicella faveolata,3.0,Other,,,4.7928543,1.1930104800310124
1350.0,24.57682,-81.61338,2016,FLK,Rhodophyta cru. spp,2.0,Other,,,4.7928543,1.1930104800310124
1350.0,24.57682,-81.61338,2016,FLK,Siderastrea siderea,4.0,Other,,,4.7928543,1.1930104800310124
1350.0,24.57682,-81.61338,2016,FLK,Porifera spp,4.0,Other,,,4.7928543,1.1930104800310124
1350.0,24.57682,-81.61338,2016,FLK,Turf Algae with Sediment,41.0,Other,,,4.7928543,1.1930104800310124
1479.0,24.53336,-81.45731,2016,FLK,Bare Substrate,6.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Cyanophyta spp,4.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Gorgonians,4.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Halimeda spp,19.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,MacroOtherCalcareous,1.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,MacroOtherFleshy,3.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Montastraea cavernosa,4.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Mycetophyllia lamarckiana,1.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Other species,1.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Rhodophyta cru. spp,5.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Siderastrea siderea,3.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Porifera spp,14.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Stephanocoenia intersepta,4.0,Other,,,3.0485723,2.0170245770188764
1479.0,24.53336,-81.45731,2016,FLK,Turf Algae with Sediment,16.0,Other,,,3.0485723,2.0170245770188764
1412.0,24.545,-81.40713,2016,FLK,Bare Substrate,8.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Dictyota spp,6.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Gorgonians,6.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Halimeda spp,6.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,MacroOtherCalcareous,1.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,MacroOtherFleshy,2.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Montastraea cavernosa,1.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Orbicella faveolata,14.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Palythoa spp,2.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Pseudodiploria strigosa,4.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Rhodophyta cru. spp,18.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Siderastrea radians,1.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Siderastrea siderea,2.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Porifera spp,3.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Turf Algae Free of Sediment,9.0,Other,,,2.694287,2.8659450094371874
1412.0,24.545,-81.40713,2016,FLK,Turf Algae with Sediment,14.0,Other,,,2.694287,2.8659450094371874
1456.0,24.55071,-81.37587,2016,FLK,Bare Substrate,10.0,Other,,,4.102857,2.70284122277303
1456.0,24.55071,-81.37587,2016,FLK,Cyanophyta spp,1.0,Other,,,4.102857,2.70284122277303
1456.0,24.55071,-81.37587,2016,FLK,Dictyota spp,10.0,Other,,,4.102857,2.70284122277303
1456.0,24.55071,-81.37587,2016,FLK,Eusmilia fastigiata,1.0,Other,,,4.102857,2.70284122277303
1456.0,24.55071,-81.37587,2016,FLK,Gorgonians,9.0,Other,,,4.102857,2.70284122277303
1456.0,24.55071,-81.37587,2016,FLK,Halimeda spp,22.0,Other,,,4.102857,2.70284122277303
1456.0,24.55071,-81.37587,2016,FLK,MacroOtherFleshy,8.0,Other,,,4.102857,2.70284122277303
1456.0,24.55071,-81.37587,2016,FLK,Millepora spp,4.0,Other,,,4.102857,2.70284122277303
1456.0,24.55071,-81.37587,2016,FLK,Siderastrea radians,1.0,Other,,,4.102857,2.70284122277303
1456.0,24.55071,-81.37587,2016,FLK,Porifera spp,10.0,Other,,,4.102857,2.70284122277303
1456.0,24.55071,-81.37587,2016,FLK,Turf Algae with Sediment,16.0,Other,,,4.102857,2.70284122277303
